Key,Value
timestamp #07022,151.25523480385914
timestamp #07023,151.25523480385914
timestamp #07024,151.25523480385914
timestamp #07025,151.25523480385914
timestamp #07026,151.25523480385914
timestamp #07027,151.25523480385914
timestamp #07028,151.25523480385914
timestamp #07029,151.25523480385914
timestamp #07030,151.25523480385914
timestamp #07031,151.25523480385914
timestamp #07032,151.25523480385914
timestamp #07033,151.25523480385914
timestamp #07034,151.25523480385914
timestamp #07035,151.25523480385914
timestamp #07036,151.25523480385914
timestamp #07037,151.25523480385914
timestamp #07038,151.25523480385914
timestamp #07039,151.25523480385914
timestamp #07040,151.25523480385914
timestamp #07041,151.25523480385914
timestamp #07042,151.25523480385914
timestamp #07043,151.25523480385914
timestamp #07044,151.25523480385914
timestamp #07045,151.25523480385914
timestamp #07046,151.25523480385914
timestamp #07047,151.25523480385914
timestamp #07048,151.25523480385914
timestamp #07049,151.25523480385914
timestamp #07050,151.25523480385914
timestamp #07051,151.25523480385914
timestamp #07052,151.25523480385914
timestamp #07053,151.25523480385914
timestamp #07054,151.25523480385914
timestamp #07055,151.25523480385914
timestamp #07056,151.25523480385914
timestamp #07057,151.25523480385914
timestamp #07058,151.25523480385914
timestamp #07059,151.25523480385914
timestamp #07060,151.25523480385914
timestamp #07061,151.25523480385914
timestamp #07062,151.25523480385914
timestamp #07063,151.25523480385914
timestamp #07064,151.25523480385914
timestamp #07065,151.25523480385914
timestamp #07066,151.25523480385914
timestamp #07067,151.25523480385914
timestamp #07068,151.25523480385914
timestamp #07069,151.25523480385914
timestamp #07070,151.25523480385914
timestamp #07071,151.25523480385914
timestamp #07072,151.25523480385914
timestamp #07073,151.25523480385914
timestamp #07074,151.25523480385914
timestamp #07075,151.25523480385914
timestamp #07076,151.25523480385914
timestamp #07077,151.25523480385914
timestamp #07078,151.25523480385914
timestamp #07079,151.25523480385914
timestamp #07080,151.25523480385914
timestamp #07081,151.25523480385914
timestamp #07082,151.25523480385914
timestamp #07083,151.25523480385914
timestamp #07084,151.25523480385914
timestamp #07085,151.25523480385914
timestamp #07086,151.25523480385914
timestamp #07087,151.25523480385914
timestamp #07088,151.25523480385914
timestamp #07089,151.25523480385914
timestamp #07090,151.25523480385914
timestamp #07091,151.25523480385914
timestamp #07092,151.25523480385914
timestamp #07093,151.25523480385914
timestamp #07094,151.25523480385914
timestamp #07095,151.25523480385914
timestamp #07096,151.25523480385914
timestamp #07097,151.25523480385914
timestamp #07098,151.25523480385914
timestamp #07099,151.25523480385914
timestamp #07100,151.25523480385914
timestamp #07101,151.25523480385914
timestamp #07102,151.25523480385914
timestamp #07103,151.25523480385914
timestamp #07104,151.25523480385914
timestamp #07105,151.25523480385914
timestamp #07106,151.25523480385914
timestamp #07107,151.25523480385914
timestamp #07108,151.25523480385914
timestamp #07109,151.25523480385914
timestamp #07110,151.25523480385914
timestamp #07111,151.25523480385914
timestamp #07112,151.25523480385914
timestamp #07113,151.25523480385914
timestamp #07114,151.25523480385914
timestamp #07115,151.25523480385914
timestamp #07116,151.25523480385914
timestamp #07117,151.25523480385914
timestamp #07118,151.25523480385914
timestamp #07119,151.25523480385914
timestamp #07120,151.25523480385914
timestamp #07121,151.25523480385914
timestamp #07122,151.25523480385914
timestamp #07123,151.25523480385914
timestamp #07124,151.25523480385914
timestamp #07125,151.25523480385914
timestamp #07126,151.25523480385914
timestamp #07127,151.25523480385914
timestamp #07128,151.25523480385914
timestamp #07129,151.25523480385914
timestamp #07130,151.25523480385914
timestamp #07131,151.25523480385914
timestamp #07132,151.25523480385914
timestamp #07133,151.25523480385914
timestamp #07134,151.25523480385914
timestamp #07135,151.25523480385914
timestamp #07136,151.25523480385914
timestamp #07137,151.25523480385914
timestamp #07138,151.25523480385914
timestamp #07139,151.25523480385914
timestamp #07140,151.25523480385914
timestamp #07141,151.25523480385914
timestamp #07142,151.25523480385914
timestamp #07143,151.25523480385914
timestamp #07144,151.25523480385914
timestamp #07145,151.25523480385914
timestamp #07146,151.25523480385914
timestamp #07147,151.25523480385914
timestamp #07148,151.25523480385914
timestamp #07149,151.25523480385914
timestamp #07150,151.25523480385914
timestamp #07151,151.25523480385914
timestamp #07152,151.25523480385914
timestamp #07153,151.25523480385914
timestamp #07154,151.25523480385914
timestamp #07155,151.25523480385914
timestamp #07156,151.25523480385914
timestamp #07157,151.25523480385914
timestamp #07158,151.25523480385914
timestamp #07159,151.25523480385914
timestamp #07160,151.25523480385914
timestamp #07161,151.25523480385914
timestamp #07162,151.25523480385914
timestamp #07163,151.25523480385914
timestamp #07164,151.25523480385914
timestamp #07165,151.25523480385914
timestamp #07166,151.25523480385914
timestamp #07167,151.25523480385914
timestamp #07168,151.25523480385914
timestamp #07169,151.25523480385914
timestamp #07170,151.25523480385914
timestamp #07171,151.25523480385914
timestamp #07172,151.25523480385914
timestamp #07173,151.25523480385914
timestamp #07174,151.25523480385914
timestamp #07175,151.25523480385914
timestamp #07176,151.25523480385914
timestamp #07177,151.25523480385914
timestamp #07178,151.25523480385914
timestamp #07179,151.25523480385914
timestamp #07180,151.25523480385914
timestamp #07181,151.25523480385914
timestamp #07182,151.25523480385914
timestamp #07183,151.25523480385914
timestamp #07184,151.25523480385914
timestamp #07185,151.25523480385914
timestamp #07186,151.25523480385914
timestamp #07187,151.25523480385914
timestamp #07188,151.25523480385914
timestamp #07189,151.25523480385914
timestamp #07190,151.25523480385914
timestamp #07191,151.25523480385914
timestamp #07192,151.25523480385914
timestamp #07193,151.25523480385914
timestamp #07194,151.25523480385914
timestamp #07195,151.25523480385914
timestamp #07196,151.25523480385914
timestamp #07197,151.25523480385914
timestamp #07198,151.25523480385914
timestamp #07199,151.25523480385914
timestamp #07200,151.25523480385914
timestamp #07201,151.25523480385914
timestamp #07202,151.25523480385914
timestamp #07203,151.25523480385914
timestamp #07204,151.25523480385914
timestamp #07205,151.25523480385914
timestamp #07206,151.25523480385914
timestamp #07207,151.25523480385914
timestamp #07208,151.25523480385914
timestamp #07209,151.25523480385914
timestamp #07210,151.25523480385914
timestamp #07211,151.25523480385914
timestamp #07212,151.25523480385914
timestamp #07213,151.25523480385914
timestamp #07214,151.25523480385914
timestamp #07215,151.25523480385914
timestamp #07216,151.25523480385914
timestamp #07217,151.25523480385914
timestamp #07218,151.25523480385914
timestamp #07219,151.25523480385914
timestamp #07220,151.25523480385914
timestamp #07221,151.25523480385914
timestamp #07222,151.25523480385914
timestamp #07223,151.25523480385914
timestamp #07224,151.25523480385914
timestamp #07225,151.25523480385914
timestamp #07226,151.25523480385914
timestamp #07227,151.25523480385914
timestamp #07228,151.25523480385914
timestamp #07229,151.25523480385914
timestamp #07230,151.25523480385914
timestamp #07231,151.25523480385914
timestamp #07232,151.25523480385914
timestamp #07233,151.25523480385914
timestamp #07234,151.25523480385914
timestamp #07235,151.25523480385914
timestamp #07236,151.25523480385914
timestamp #07237,151.25523480385914
timestamp #07238,151.25523480385914
timestamp #07239,151.25523480385914
timestamp #07240,151.25523480385914
timestamp #07241,151.25523480385914
timestamp #07242,151.25523480385914
timestamp #07243,151.25523480385914
timestamp #07244,151.25523480385914
timestamp #07245,151.25523480385914
timestamp #07246,151.25523480385914
timestamp #07247,151.25523480385914
timestamp #07248,151.25523480385914
timestamp #07249,151.25523480385914
timestamp #07250,151.25523480385914
timestamp #07251,151.25523480385914
timestamp #07252,151.25523480385914
timestamp #07253,151.25523480385914
timestamp #07254,151.25523480385914
timestamp #07255,151.25523480385914
timestamp #07256,151.25523480385914
timestamp #07257,151.25523480385914
timestamp #07258,151.25523480385914
timestamp #07259,151.25523480385914
timestamp #07260,151.25523480385914
timestamp #07261,151.25523480385914
timestamp #07262,151.25523480385914
timestamp #07263,151.25523480385914
timestamp #07264,151.25523480385914
timestamp #07265,151.25523480385914
timestamp #07266,151.25523480385914
timestamp #07267,151.25523480385914
timestamp #07268,151.25523480385914
timestamp #07269,151.25523480385914
timestamp #07270,151.25523480385914
timestamp #07271,151.25523480385914
timestamp #07272,151.25523480385914
timestamp #07273,151.25523480385914
timestamp #07274,151.25523480385914
timestamp #07275,151.25523480385914
timestamp #07276,151.25523480385914
timestamp #07277,151.25523480385914
timestamp #07278,151.25523480385914
timestamp #07279,151.25523480385914
timestamp #07280,151.25523480385914
timestamp #07281,151.25523480385914
timestamp #07282,151.25523480385914
timestamp #07283,151.25523480385914
timestamp #07284,151.25523480385914
timestamp #07285,151.25523480385914
timestamp #07286,151.25523480385914
timestamp #07287,151.25523480385914
timestamp #07288,151.25523480385914
timestamp #07289,151.25523480385914
timestamp #07290,151.25523480385914
timestamp #07291,151.25523480385914
timestamp #07292,151.25523480385914
timestamp #07293,151.25523480385914
timestamp #07294,151.25523480385914
timestamp #07295,151.25523480385914
timestamp #07296,151.25523480385914
timestamp #07297,159.14745619273185
timestamp #07298,159.14745619273185
timestamp #07299,159.14745619273185
timestamp #07300,159.14745619273185
timestamp #07301,159.14745619273185
timestamp #07302,159.14745619273185
timestamp #07303,159.14745619273185
timestamp #07304,159.14745619273185
timestamp #07305,159.14745619273185
timestamp #07306,159.14745619273185
timestamp #07307,159.14745619273185
timestamp #07308,159.14745619273185
timestamp #07309,159.14745619273185
timestamp #07310,159.14745619273185
timestamp #07311,159.14745619273185
timestamp #07312,159.14745619273185
timestamp #07313,159.14745619273185
timestamp #07314,159.14745619273185
timestamp #07315,159.14745619273185
timestamp #07316,159.14745619273185
timestamp #07317,159.14745619273185
timestamp #07318,159.14745619273185
timestamp #07319,159.14745619273185
timestamp #07320,159.14745619273185
timestamp #07321,159.14745619273185
timestamp #07322,159.14745619273185
timestamp #07323,159.14745619273185
timestamp #07324,159.14745619273185
timestamp #07325,159.14745619273185
timestamp #07326,159.14745619273185
timestamp #07327,159.14745619273185
timestamp #07328,159.14745619273185
timestamp #07329,159.14745619273185
timestamp #07330,159.14745619273185
timestamp #07331,159.14745619273185
timestamp #07332,159.14745619273185
timestamp #07333,159.14745619273185
timestamp #07334,159.14745619273185
timestamp #07335,159.14745619273185
timestamp #07336,159.14745619273185
timestamp #07337,159.14745619273185
timestamp #07338,159.14745619273185
timestamp #07339,159.14745619273185
timestamp #07340,159.14745619273185
timestamp #07341,159.14745619273185
timestamp #07342,159.14745619273185
timestamp #07343,159.14745619273185
timestamp #07344,159.14745619273185
timestamp #07345,159.14745619273185
timestamp #07346,159.14745619273185
timestamp #07347,159.14745619273185
timestamp #07348,159.14745619273185
timestamp #07349,159.14745619273185
timestamp #07350,159.14745619273185
timestamp #07351,159.14745619273185
timestamp #07352,159.14745619273185
timestamp #07353,159.14745619273185
timestamp #07354,159.14745619273185
timestamp #07355,159.14745619273185
timestamp #07356,159.14745619273185
timestamp #07357,159.14745619273185
timestamp #07358,159.14745619273185
timestamp #07359,159.14745619273185
timestamp #07360,159.14745619273185
timestamp #07361,159.14745619273185
timestamp #07362,159.14745619273185
timestamp #07363,159.14745619273185
timestamp #07364,159.14745619273185
timestamp #07365,159.14745619273185
timestamp #07366,159.14745619273185
timestamp #07367,159.14745619273185
timestamp #07368,159.14745619273185
timestamp #07369,159.14745619273185
timestamp #07370,159.14745619273185
timestamp #07371,159.14745619273185
timestamp #07372,159.14745619273185
timestamp #07373,159.14745619273185
timestamp #07374,159.14745619273185
timestamp #07375,159.14745619273185
timestamp #07376,159.14745619273185
timestamp #07377,159.14745619273185
timestamp #07378,159.14745619273185
timestamp #07379,159.14745619273185
timestamp #07380,159.14745619273185
timestamp #07381,159.14745619273185
timestamp #07382,159.14745619273185
timestamp #07383,159.14745619273185
timestamp #07384,159.14745619273185
timestamp #07385,159.14745619273185
timestamp #07386,159.14745619273185
timestamp #07387,159.14745619273185
timestamp #07388,159.14745619273185
timestamp #07389,159.14745619273185
timestamp #07390,159.14745619273185
timestamp #07391,159.14745619273185
timestamp #07392,159.14745619273185
timestamp #07393,159.14745619273185
timestamp #07394,159.14745619273185
timestamp #07395,159.14745619273185
timestamp #07396,159.14745619273185
timestamp #07397,159.14745619273185
